Category,Domain,Chapter title,Chapter slug,Lecture number,Lecture ID,Lecture title,YouTube URL,Video ID,Output name,Lecture folder,Raw comments path,Scrubbed comments path,Sift report path,Processing mode,Status,Notes
Physical Chemistry,physical,Atomic Structure,atomic-structure,05,atomic-structure-lecture-05,Quantum Number’s || Pauli’s Exclusion Principle,https://youtu.be/fOTAD7DmbzY,fOTAD7DmbzY,comments-05-quantum-numbers-paulis-exclusion-principle,content/chemistry/physical/atomic-structure/lectures/lecture-05-quantum-numbers-paulis-exclusion-principle,content/chemistry/physical/atomic-structure/lectures/lecture-05-quantum-numbers-paulis-exclusion-principle/comments/comments-05-quantum-numbers-paulis-exclusion-principle.raw.json,content/chemistry/physical/atomic-structure/lectures/lecture-05-quantum-numbers-paulis-exclusion-principle/comments/comments-05-quantum-numbers-paulis-exclusion-principle.scrubbed.json,content/chemistry/physical/atomic-structure/lectures/lecture-05-quantum-numbers-paulis-exclusion-principle/comments/comments-05-quantum-numbers-paulis-exclusion-principle.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Atomic Structure,atomic-structure,06,atomic-structure-lecture-06,Aufbau’s Principle || Rules for filling electrons,https://youtu.be/rvA3K-ORxPg,rvA3K-ORxPg,comments-06-aufbaus-principle-rules-for-filling-electrons,content/chemistry/physical/atomic-structure/lectures/lecture-06-aufbaus-principle-rules-for-filling-electrons,content/chemistry/physical/atomic-structure/lectures/lecture-06-aufbaus-principle-rules-for-filling-electrons/comments/comments-06-aufbaus-principle-rules-for-filling-electrons.raw.json,content/chemistry/physical/atomic-structure/lectures/lecture-06-aufbaus-principle-rules-for-filling-electrons/comments/comments-06-aufbaus-principle-rules-for-filling-electrons.scrubbed.json,content/chemistry/physical/atomic-structure/lectures/lecture-06-aufbaus-principle-rules-for-filling-electrons/comments/comments-06-aufbaus-principle-rules-for-filling-electrons.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Atomic Structure,atomic-structure,07,atomic-structure-lecture-07,Hund’s Rule for Maximum Multiplicity,https://youtu.be/eMgVB0zoiPo,eMgVB0zoiPo,comments-07-hunds-rule-for-maximum-multiplicity,content/chemistry/physical/atomic-structure/lectures/lecture-07-hunds-rule-for-maximum-multiplicity,content/chemistry/physical/atomic-structure/lectures/lecture-07-hunds-rule-for-maximum-multiplicity/comments/comments-07-hunds-rule-for-maximum-multiplicity.raw.json,content/chemistry/physical/atomic-structure/lectures/lecture-07-hunds-rule-for-maximum-multiplicity/comments/comments-07-hunds-rule-for-maximum-multiplicity.scrubbed.json,content/chemistry/physical/atomic-structure/lectures/lecture-07-hunds-rule-for-maximum-multiplicity/comments/comments-07-hunds-rule-for-maximum-multiplicity.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Atomic Structure,atomic-structure,08,atomic-structure-lecture-08,How to do Electronic Configuration,https://youtu.be/ICHMWOFTlV8,ICHMWOFTlV8,comments-08-how-to-do-electronic-configuration,content/chemistry/physical/atomic-structure/lectures/lecture-08-how-to-do-electronic-configuration,content/chemistry/physical/atomic-structure/lectures/lecture-08-how-to-do-electronic-configuration/comments/comments-08-how-to-do-electronic-configuration.raw.json,content/chemistry/physical/atomic-structure/lectures/lecture-08-how-to-do-electronic-configuration/comments/comments-08-how-to-do-electronic-configuration.scrubbed.json,content/chemistry/physical/atomic-structure/lectures/lecture-08-how-to-do-electronic-configuration/comments/comments-08-how-to-do-electronic-configuration.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,01,chemical-bonding-lecture-01,Intro to Chemical Bonds,https://youtu.be/daPAcFFSFdY,daPAcFFSFdY,comments-01-intro-to-chemical-bonds,content/chemistry/physical/chemical-bonding/lectures/lecture-01-intro-to-chemical-bonds,content/chemistry/physical/chemical-bonding/lectures/lecture-01-intro-to-chemical-bonds/comments/comments-01-intro-to-chemical-bonds.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-01-intro-to-chemical-bonds/comments/comments-01-intro-to-chemical-bonds.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-01-intro-to-chemical-bonds/comments/comments-01-intro-to-chemical-bonds.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,02,chemical-bonding-lecture-02,Ionic Bonds,https://youtu.be/OqdNZTHxPxM,OqdNZTHxPxM,comments-02-ionic-bonds,content/chemistry/physical/chemical-bonding/lectures/lecture-02-ionic-bonds,content/chemistry/physical/chemical-bonding/lectures/lecture-02-ionic-bonds/comments/comments-02-ionic-bonds.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-02-ionic-bonds/comments/comments-02-ionic-bonds.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-02-ionic-bonds/comments/comments-02-ionic-bonds.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,03,chemical-bonding-lecture-03,Lattice Energy and Born-Haber Cycle,https://youtu.be/ch9HorGagHE,ch9HorGagHE,comments-03-lattice-energy-and-born-haber-cycle,content/chemistry/physical/chemical-bonding/lectures/lecture-03-lattice-energy-and-born-haber-cycle,content/chemistry/physical/chemical-bonding/lectures/lecture-03-lattice-energy-and-born-haber-cycle/comments/comments-03-lattice-energy-and-born-haber-cycle.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-03-lattice-energy-and-born-haber-cycle/comments/comments-03-lattice-energy-and-born-haber-cycle.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-03-lattice-energy-and-born-haber-cycle/comments/comments-03-lattice-energy-and-born-haber-cycle.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,04,chemical-bonding-lecture-04,Fajan’s Rule,https://youtu.be/d3iFlT8SlvA,d3iFlT8SlvA,comments-04-fajans-rule,content/chemistry/physical/chemical-bonding/lectures/lecture-04-fajans-rule,content/chemistry/physical/chemical-bonding/lectures/lecture-04-fajans-rule/comments/comments-04-fajans-rule.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-04-fajans-rule/comments/comments-04-fajans-rule.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-04-fajans-rule/comments/comments-04-fajans-rule.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,05,chemical-bonding-lecture-05,Lewis Dot structure,https://youtu.be/8-Qs1mnoJ2M,8-Qs1mnoJ2M,comments-05-lewis-dot-structure,content/chemistry/physical/chemical-bonding/lectures/lecture-05-lewis-dot-structure,content/chemistry/physical/chemical-bonding/lectures/lecture-05-lewis-dot-structure/comments/comments-05-lewis-dot-structure.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-05-lewis-dot-structure/comments/comments-05-lewis-dot-structure.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-05-lewis-dot-structure/comments/comments-05-lewis-dot-structure.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,06,chemical-bonding-lecture-06,VBT,https://youtu.be/8B__xDUKqbM,8B__xDUKqbM,comments-06-vbt,content/chemistry/physical/chemical-bonding/lectures/lecture-06-vbt,content/chemistry/physical/chemical-bonding/lectures/lecture-06-vbt/comments/comments-06-vbt.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-06-vbt/comments/comments-06-vbt.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-06-vbt/comments/comments-06-vbt.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,07,chemical-bonding-lecture-07,More on VBT (Pi bonds),https://youtu.be/IrX7AcU07To,IrX7AcU07To,comments-07-more-on-vbt-pi-bonds,content/chemistry/physical/chemical-bonding/lectures/lecture-07-more-on-vbt-pi-bonds,content/chemistry/physical/chemical-bonding/lectures/lecture-07-more-on-vbt-pi-bonds/comments/comments-07-more-on-vbt-pi-bonds.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-07-more-on-vbt-pi-bonds/comments/comments-07-more-on-vbt-pi-bonds.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-07-more-on-vbt-pi-bonds/comments/comments-07-more-on-vbt-pi-bonds.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,08,chemical-bonding-lecture-08,Hybridisation,https://youtu.be/AvhUUY8yD08,AvhUUY8yD08,comments-08-hybridisation,content/chemistry/physical/chemical-bonding/lectures/lecture-08-hybridisation,content/chemistry/physical/chemical-bonding/lectures/lecture-08-hybridisation/comments/comments-08-hybridisation.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-08-hybridisation/comments/comments-08-hybridisation.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-08-hybridisation/comments/comments-08-hybridisation.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,09,chemical-bonding-lecture-09,VSEPR,https://youtu.be/x2-nP7i6T34,x2-nP7i6T34,comments-09-vsepr,content/chemistry/physical/chemical-bonding/lectures/lecture-09-vsepr,content/chemistry/physical/chemical-bonding/lectures/lecture-09-vsepr/comments/comments-09-vsepr.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-09-vsepr/comments/comments-09-vsepr.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-09-vsepr/comments/comments-09-vsepr.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,10,chemical-bonding-lecture-10,MOT part I,https://youtu.be/TQEhLXkNdmo,TQEhLXkNdmo,comments-10-mot-part-i,content/chemistry/physical/chemical-bonding/lectures/lecture-10-mot-part-i,content/chemistry/physical/chemical-bonding/lectures/lecture-10-mot-part-i/comments/comments-10-mot-part-i.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-10-mot-part-i/comments/comments-10-mot-part-i.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-10-mot-part-i/comments/comments-10-mot-part-i.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,11,chemical-bonding-lecture-11,MOT part II,https://youtu.be/XCwMrnVvSTU,XCwMrnVvSTU,comments-11-mot-part-ii,content/chemistry/physical/chemical-bonding/lectures/lecture-11-mot-part-ii,content/chemistry/physical/chemical-bonding/lectures/lecture-11-mot-part-ii/comments/comments-11-mot-part-ii.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-11-mot-part-ii/comments/comments-11-mot-part-ii.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-11-mot-part-ii/comments/comments-11-mot-part-ii.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,12,chemical-bonding-lecture-12,Dipole Moment,https://youtu.be/4KDkldXTj6w,4KDkldXTj6w,comments-12-dipole-moment,content/chemistry/physical/chemical-bonding/lectures/lecture-12-dipole-moment,content/chemistry/physical/chemical-bonding/lectures/lecture-12-dipole-moment/comments/comments-12-dipole-moment.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-12-dipole-moment/comments/comments-12-dipole-moment.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-12-dipole-moment/comments/comments-12-dipole-moment.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,13,chemical-bonding-lecture-13,Bond Angle,https://youtu.be/AjWwHkAlPSo,AjWwHkAlPSo,comments-13-bond-angle,content/chemistry/physical/chemical-bonding/lectures/lecture-13-bond-angle,content/chemistry/physical/chemical-bonding/lectures/lecture-13-bond-angle/comments/comments-13-bond-angle.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-13-bond-angle/comments/comments-13-bond-angle.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-13-bond-angle/comments/comments-13-bond-angle.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,14,chemical-bonding-lecture-14,Drago's Rule,https://youtu.be/GfKmguqX-2g,GfKmguqX-2g,comments-14-dragos-rule,content/chemistry/physical/chemical-bonding/lectures/lecture-14-dragos-rule,content/chemistry/physical/chemical-bonding/lectures/lecture-14-dragos-rule/comments/comments-14-dragos-rule.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-14-dragos-rule/comments/comments-14-dragos-rule.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-14-dragos-rule/comments/comments-14-dragos-rule.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,15,chemical-bonding-lecture-15,Vanderwaal's Force,https://youtu.be/664YicsoYkg,664YicsoYkg,comments-15-vanderwaals-force,content/chemistry/physical/chemical-bonding/lectures/lecture-15-vanderwaals-force,content/chemistry/physical/chemical-bonding/lectures/lecture-15-vanderwaals-force/comments/comments-15-vanderwaals-force.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-15-vanderwaals-force/comments/comments-15-vanderwaals-force.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-15-vanderwaals-force/comments/comments-15-vanderwaals-force.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Chemical Bonding and Molecular Structure,chemical-bonding,16,chemical-bonding-lecture-16,Hydrogen Bonding,https://youtu.be/k8tYXDKb2yE,k8tYXDKb2yE,comments-16-hydrogen-bonding,content/chemistry/physical/chemical-bonding/lectures/lecture-16-hydrogen-bonding,content/chemistry/physical/chemical-bonding/lectures/lecture-16-hydrogen-bonding/comments/comments-16-hydrogen-bonding.raw.json,content/chemistry/physical/chemical-bonding/lectures/lecture-16-hydrogen-bonding/comments/comments-16-hydrogen-bonding.scrubbed.json,content/chemistry/physical/chemical-bonding/lectures/lecture-16-hydrogen-bonding/comments/comments-16-hydrogen-bonding.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,States of Matter,states-of-matter,01,states-of-matter-lecture-01,Basic Gas Laws,https://youtu.be/H4h4vsJ9it0,H4h4vsJ9it0,comments-01-basic-gas-laws,content/chemistry/physical/states-of-matter/lectures/lecture-01-basic-gas-laws,content/chemistry/physical/states-of-matter/lectures/lecture-01-basic-gas-laws/comments/comments-01-basic-gas-laws.raw.json,content/chemistry/physical/states-of-matter/lectures/lecture-01-basic-gas-laws/comments/comments-01-basic-gas-laws.scrubbed.json,content/chemistry/physical/states-of-matter/lectures/lecture-01-basic-gas-laws/comments/comments-01-basic-gas-laws.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,States of Matter,states-of-matter,02,states-of-matter-lecture-02,Ideal Gas Equation,https://youtu.be/cgaNiTvh33E,cgaNiTvh33E,comments-02-ideal-gas-equation,content/chemistry/physical/states-of-matter/lectures/lecture-02-ideal-gas-equation,content/chemistry/physical/states-of-matter/lectures/lecture-02-ideal-gas-equation/comments/comments-02-ideal-gas-equation.raw.json,content/chemistry/physical/states-of-matter/lectures/lecture-02-ideal-gas-equation/comments/comments-02-ideal-gas-equation.scrubbed.json,content/chemistry/physical/states-of-matter/lectures/lecture-02-ideal-gas-equation/comments/comments-02-ideal-gas-equation.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,States of Matter,states-of-matter,03,states-of-matter-lecture-03,Dalton’s Law of Partial Pressure,https://youtu.be/mbowrScsq5I,mbowrScsq5I,comments-03-daltons-law-of-partial-pressure,content/chemistry/physical/states-of-matter/lectures/lecture-03-daltons-law-of-partial-pressure,content/chemistry/physical/states-of-matter/lectures/lecture-03-daltons-law-of-partial-pressure/comments/comments-03-daltons-law-of-partial-pressure.raw.json,content/chemistry/physical/states-of-matter/lectures/lecture-03-daltons-law-of-partial-pressure/comments/comments-03-daltons-law-of-partial-pressure.scrubbed.json,content/chemistry/physical/states-of-matter/lectures/lecture-03-daltons-law-of-partial-pressure/comments/comments-03-daltons-law-of-partial-pressure.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,States of Matter,states-of-matter,04,states-of-matter-lecture-04,Graham’s Law of Diffusion,https://youtu.be/MS9Uk43U5eg,MS9Uk43U5eg,comments-04-grahams-law-of-diffusion,content/chemistry/physical/states-of-matter/lectures/lecture-04-grahams-law-of-diffusion,content/chemistry/physical/states-of-matter/lectures/lecture-04-grahams-law-of-diffusion/comments/comments-04-grahams-law-of-diffusion.raw.json,content/chemistry/physical/states-of-matter/lectures/lecture-04-grahams-law-of-diffusion/comments/comments-04-grahams-law-of-diffusion.scrubbed.json,content/chemistry/physical/states-of-matter/lectures/lecture-04-grahams-law-of-diffusion/comments/comments-04-grahams-law-of-diffusion.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,States of Matter,states-of-matter,05,states-of-matter-lecture-05,Kinetic Theory of Gases,https://youtu.be/EV6BNZ_F8zo,EV6BNZ_F8zo,comments-05-kinetic-theory-of-gases,content/chemistry/physical/states-of-matter/lectures/lecture-05-kinetic-theory-of-gases,content/chemistry/physical/states-of-matter/lectures/lecture-05-kinetic-theory-of-gases/comments/comments-05-kinetic-theory-of-gases.raw.json,content/chemistry/physical/states-of-matter/lectures/lecture-05-kinetic-theory-of-gases/comments/comments-05-kinetic-theory-of-gases.scrubbed.json,content/chemistry/physical/states-of-matter/lectures/lecture-05-kinetic-theory-of-gases/comments/comments-05-kinetic-theory-of-gases.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
